sim_haploidn,tips,sim
11,CGA311,3
17,CGA310,3
18,CGA365,3
11,CGA48,3
14,C3126,3
12,C3121,3
17,C984,3
18,C601,3
11,C3125,3
18,C3118,3
14,Calparcri,3
18,CGA642,3
18,CGA494,3
12,CGA763,3
18,Calboe,3
12,Bratha,3
11,Bramel,3
15,Bratra,3
18,Bradra,3
11,Brapum,3
12,Bradam,3
18,Braset,3
18,Bragut,3
16,Braven,3
18,Chacha,3
12,Chacaly,3
14,Chadil,3
12,Chanam,3
17,Chazey,3
13,Chasen,3
17,Chaafr,3
17,Kinboe,3
12,Kinxen,3
18,Kinfis,3
18,Rhatem,3
12,Rhamar,3
18,Rhaspe,3
18,Tribit,3
18,Trihoe,3
17,Trijoh,3
18,Trimel,3
17,Triqua,3
11,Triwie,3
15,Tricri,3
18,Triowe,3
18,Trijac,3
12,PGA445,4
14,B983,4
17,BGA584,4
11,BGA303,4
15,B11609,4
15,BGAA1,4
18,B11696,4
12,B11604,4
17,BGAB1,4
11,BGA709,4
11,B3088,4
18,BGA309,4
17,FGA379,4
12,FGA99,4
16,FGA15,4
18,F2241,4
14,F1476,4
13,F12278,4
12,FGA513,4
12,F3015,4
18,FGA331,4
18,FGA581,4
17,Furant,4
12,FGA465,4
15,FGA104,4
14,FGA489,4
19,FGA490,4
18,FGA174,4
10,FGA456,4
18,FurbGB,4
17,Furang,4
18,Furcep,4
18,Furpol,4
12,C2208,4
18,C3043,4
18,CGA45,4
17,CGA429,4
12,CGA312,4
12,CGA236,4
18,CGA453,4
12,C12265,4
18,C404,4
18,Cl11778,4
11,CGA501,4
11,CGA364,4
12,CGA311,4
16,CGA310,4
11,CGA365,4
12,CGA48,4
17,C3126,4
18,C3121,4
18,C984,4
18,C601,4
17,C3125,4
14,C3118,4
18,Calparcri,4
18,CGA642,4
12,CGA494,4
18,CGA763,4
18,Calboe,4
12,Bratha,4
15,Bramel,4
18,Bratra,4
12,Bradra,4
12,Brapum,4
18,Bradam,4
18,Braset,4
18,Bragut,4
18,Braven,4
19,Chacha,4
14,Chacaly,4
18,Chadil,4
18,Chanam,4
17,Chazey,4
18,Chasen,4
11,Chaafr,4
11,Kinboe,4
17,Kinxen,4
12,Kinfis,4
14,Rhatem,4
11,Rhamar,4
17,Rhaspe,4
17,Tribit,4
10,Trihoe,4
18,Trijoh,4
18,Trimel,4
17,Triqua,4
17,Triwie,4
18,Tricri,4
16,Triowe,4
11,Trijac,4
10,PGA445,5
11,B983,5
18,BGA584,5
18,BGA303,5
11,B11609,5
16,BGAA1,5
18,B11696,5
18,B11604,5
18,BGAB1,5
11,BGA709,5
17,B3088,5
16,BGA309,5
14,FGA379,5
12,FGA99,5
12,FGA15,5
12,F2241,5
15,F1476,5
18,F12278,5
18,FGA513,5
14,F3015,5
14,FGA331,5
17,FGA581,5
12,Furant,5
18,FGA465,5
11,FGA104,5
18,FGA489,5
12,FGA490,5
12,FGA174,5
12,FGA456,5
18,FurbGB,5
12,Furang,5
17,Furcep,5
17,Furpol,5
17,C2208,5
18,C3043,5
16,CGA45,5
18,CGA429,5
18,CGA312,5
15,CGA236,5
15,CGA453,5
11,C12265,5
18,C404,5
17,Cl11778,5
12,CGA501,5
11,CGA364,5
14,CGA311,5
19,CGA310,5
18,CGA365,5
18,CGA48,5
12,C3126,5
10,C3121,5
11,C984,5
17,C601,5
18,C3125,5
18,C3118,5
17,Calparcri,5
12,CGA642,5
18,CGA494,5
12,CGA763,5
18,Calboe,5
12,Bratha,5
13,Bramel,5
15,Bratra,5
18,Bradra,5
18,Brapum,5
18,Bradam,5
17,Braset,5
17,Bragut,5
12,Braven,5
12,Chacha,5
11,Chacaly,5
18,Chadil,5
18,Chanam,5
12,Chazey,5
18,Chasen,5
18,Chaafr,5
18,Kinboe,5
17,Kinxen,5
11,Kinfis,5
17,Rhatem,5
18,Rhamar,5
17,Rhaspe,5
18,Tribit,5
18,Trihoe,5
11,Trijoh,5
17,Trimel,5
19,Triqua,5
14,Triwie,5
12,Tricri,5
18,Triowe,5
14,Trijac,5
15,PGA445,6
17,B983,6
18,BGA584,6
12,BGA303,6
14,B11609,6
16,BGAA1,6
18,B11696,6
19,B11604,6
14,BGAB1,6
12,BGA709,6
16,B3088,6
11,BGA309,6
18,FGA379,6
15,FGA99,6
18,FGA15,6
18,F2241,6
17,F1476,6
18,F12278,6
18,FGA513,6
18,F3015,6
11,FGA331,6
18,FGA581,6
15,Furant,6
15,FGA465,6
12,FGA104,6
17,FGA489,6
12,FGA490,6
17,FGA174,6
17,FGA456,6
10,FurbGB,6
12,Furang,6
18,Furcep,6
18,Furpol,6
18,C2208,6
12,C3043,6
18,CGA45,6
11,CGA429,6
18,CGA312,6
14,CGA236,6
18,CGA453,6
17,C12265,6
18,C404,6
12,Cl11778,6
18,CGA501,6
12,CGA364,6
13,CGA311,6
14,CGA310,6
11,CGA365,6
11,CGA48,6
14,C3126,6
18,C3121,6
18,C984,6
17,C601,6
12,C3125,6
18,C3118,6
18,Calparcri,6
17,CGA642,6
18,CGA494,6
18,CGA763,6
12,Calboe,6
11,Bratha,6
11,Bramel,6
18,Bratra,6
18,Bradra,6
10,Brapum,6
18,Bradam,6
16,Braset,6
18,Bragut,6
11,Braven,6
12,Chacha,6
17,Chacaly,6
12,Chadil,6
19,Chanam,6
18,Chazey,6
17,Chasen,6
18,Chaafr,6
12,Kinboe,6
11,Kinxen,6
14,Kinfis,6
18,Rhatem,6
12,Rhamar,6
12,Rhaspe,6
17,Tribit,6
18,Trihoe,6
18,Trijoh,6
12,Trimel,6
17,Triqua,6
17,Triwie,6
17,Tricri,6
11,Triowe,6
12,Trijac,6
17,PGA445,7
18,B983,7
14,BGA584,7
17,BGA303,7
15,B11609,7
17,BGAA1,7
12,B11696,7
12,B11604,7
12,BGAB1,7
18,BGA709,7
17,B3088,7
12,BGA309,7
11,FGA379,7
18,FGA99,7
17,FGA15,7
18,F2241,7
11,F1476,7
18,F12278,7
18,FGA513,7
18,F3015,7
14,FGA331,7
18,FGA581,7
18,Furant,7
15,FGA465,7
18,FGA104,7
17,FGA489,7
19,FGA490,7
18,FGA174,7
12,FGA456,7
18,FurbGB,7
18,Furang,7
11,Furcep,7
12,Furpol,7
18,C2208,7
17,C3043,7
18,CGA45,7
17,CGA429,7
11,CGA312,7
16,CGA236,7
11,CGA453,7
18,C12265,7
16,C404,7
10,Cl11778,7
12,CGA501,7
12,CGA364,7
18,CGA311,7
12,CGA310,7
11,CGA365,7
17,CGA48,7
11,C3126,7
18,C3121,7
18,C984,7
12,C601,7
14,C3125,7
19,C3118,7
12,Calparcri,7
14,CGA642,7
17,CGA494,7
11,CGA763,7
18,Calboe,7
12,Bratha,7
18,Bramel,7
11,Bratra,7
18,Bradra,7
12,Brapum,7
17,Bradam,7
18,Braset,7
18,Bragut,7
10,Braven,7
17,Chacha,7
18,Chacaly,7
14,Chadil,7
15,Chanam,7
18,Chazey,7
11,Chasen,7
16,Chaafr,7
12,Kinboe,7
14,Kinxen,7
12,Kinfis,7
17,Rhatem,7
15,Rhamar,7
18,Rhaspe,7
18,Tribit,7
18,Trihoe,7
12,Trijoh,7
18,Trimel,7
17,Triqua,7
12,Triwie,7
18,Tricri,7
13,Triowe,7
18,Trijac,7
17,PGA445,8
16,B983,8
12,BGA584,8
18,BGA303,8
18,B11609,8
12,BGAA1,8
18,B11696,8
11,B11604,8
18,BGAB1,8
18,BGA709,8
12,B3088,8
12,BGA309,8
12,FGA379,8
18,FGA99,8
12,FGA15,8
14,F2241,8
12,F1476,8
18,F12278,8
17,FGA513,8
11,F3015,8
12,FGA331,8
18,FGA581,8
12,Furant,8
17,FGA465,8
14,FGA104,8
12,FGA489,8
11,FGA490,8
18,FGA174,8
11,FGA456,8
11,FurbGB,8
12,Furang,8
14,Furcep,8
17,Furpol,8
15,C2208,8
18,C3043,8
18,CGA45,8
18,CGA429,8
15,CGA312,8
18,CGA236,8
12,CGA453,8
18,C12265,8
18,C404,8
14,Cl11778,8
19,CGA501,8
17,CGA364,8
15,CGA311,8
18,CGA310,8
17,CGA365,8
10,CGA48,8
18,C3126,8
10,C3121,8
17,C984,8
18,C601,8
13,C3125,8
17,C3118,8
14,Calparcri,8
18,CGA642,8
17,CGA494,8
17,CGA763,8
12,Calboe,8
16,Bratha,8
19,Bramel,8
11,Bratra,8
12,Bradra,8
18,Brapum,8
18,Bradam,8
18,Braset,8
18,Bragut,8
18,Braven,8
11,Chacha,8
18,Chacaly,8
18,Chadil,8
18,Chanam,8
12,Chazey,8
11,Chasen,8
18,Chaafr,8
11,Kinboe,8
12,Kinxen,8
17,Kinfis,8
12,Rhatem,8
17,Rhamar,8
17,Rhaspe,8
11,Tribit,8
14,Trihoe,8
18,Trijoh,8
18,Trimel,8
15,Triqua,8
18,Triwie,8
16,Tricri,8
17,Triowe,8
18,Trijac,8
12,PGA445,9
12,B983,9
11,BGA584,9
12,BGA303,9
18,B11609,9
12,BGAA1,9
19,B11696,9
18,B11604,9
18,BGAB1,9
18,BGA709,9
17,B3088,9
17,BGA309,9
18,FGA379,9
18,FGA99,9
17,FGA15,9
12,F2241,9
18,F1476,9
17,F12278,9
11,FGA513,9
12,F3015,9
11,FGA331,9
18,FGA581,9
18,Furant,9
18,FGA465,9
18,FGA104,9
14,FGA489,9
18,FGA490,9
13,FGA174,9
12,FGA456,9
17,FurbGB,9
12,Furang,9
19,Furcep,9
11,Furpol,9
18,C2208,9
17,C3043,9
18,CGA45,9
12,CGA429,9
18,CGA312,9
14,CGA236,9
18,CGA453,9
16,C12265,9
18,C404,9
12,Cl11778,9
18,CGA501,9
18,CGA364,9
18,CGA311,9
18,CGA310,9
18,CGA365,9
18,CGA48,9
17,C3126,9
14,C3121,9
14,C984,9
18,C601,9
16,C3125,9
11,C3118,9
17,Calparcri,9
12,CGA642,9
10,CGA494,9
17,CGA763,9
17,Calboe,9
15,Bratha,9
11,Bramel,9
11,Bratra,9
18,Bradra,9
17,Brapum,9
15,Bradam,9
17,Braset,9
12,Bragut,9
18,Braven,9
12,Chacha,9
11,Chacaly,9
18,Chadil,9
17,Chanam,9
18,Chazey,9
12,Chasen,9
18,Chaafr,9
18,Kinboe,9
17,Kinxen,9
11,Kinfis,9
15,Rhatem,9
14,Rhamar,9
18,Rhaspe,9
14,Tribit,9
10,Trihoe,9
12,Trijoh,9
16,Trimel,9
11,Triqua,9
15,Triwie,9
12,Tricri,9
18,Triowe,9
12,Trijac,9
18,PGA445,10
18,B983,10
18,BGA584,10
19,BGA303,10
17,B11609,10
18,BGAA1,10
12,B11696,10
18,B11604,10
11,BGAB1,10
14,BGA709,10
12,B3088,10
13,BGA309,10
12,FGA379,10
12,FGA99,10
14,FGA15,10
18,F2241,10
18,F1476,10
18,F12278,10
14,FGA513,10
17,F3015,10
18,FGA331,10
12,FGA581,10
11,Furant,10
18,FGA465,10
18,FGA104,10
11,FGA489,10
18,FGA490,10
14,FGA174,10
12,FGA456,10
11,FurbGB,10
17,Furang,10
15,Furcep,10
10,Furpol,10
18,C2208,10
18,C3043,10
19,CGA45,10
15,CGA429,10
18,CGA312,10
18,CGA236,10
18,CGA453,10
12,C12265,10
11,C404,10
17,Cl11778,10
17,CGA501,10
17,CGA364,10
18,CGA311,10
12,CGA310,10
17,CGA365,10
12,CGA48,10
17,C3126,10
18,C3121,10
16,C984,10
14,C601,10
18,C3125,10
14,C3118,10
17,Calparcri,10
12,CGA642,10
18,CGA494,10
17,CGA763,10
18,Calboe,10
11,Bratha,10
17,Bramel,10
12,Bratra,10
10,Bradra,10
18,Brapum,10
18,Bradam,10
11,Braset,10
18,Bragut,10
18,Braven,10
12,Chacha,10
18,Chacaly,10
12,Chadil,10
12,Chanam,10
17,Chazey,10
15,Chasen,10
11,Chaafr,10
15,Kinboe,10
16,Kinxen,10
18,Kinfis,10
11,Rhatem,10
16,Rhamar,10
12,Rhaspe,10
18,Tribit,10
12,Trihoe,10
11,Trijoh,10
18,Trimel,10
18,Triqua,10
12,Triwie,10
17,Tricri,10
18,Triowe,10
17,Trijac,10
18,PGA445,11
17,B983,11
15,BGA584,11
12,BGA303,11
12,B11609,11
18,BGAA1,11
13,B11696,11
12,B11604,11
11,BGAB1,11
14,BGA709,11
18,B3088,11
12,BGA309,11
18,FGA379,11
12,FGA99,11
12,FGA15,11
12,F2241,11
11,F1476,11
17,F12278,11
11,FGA513,11
18,F3015,11
12,FGA331,11
18,FGA581,11
18,Furant,11
18,FGA465,11
11,FGA104,11
18,FGA489,11
17,FGA490,11
17,FGA174,11
18,FGA456,11
18,FurbGB,11
10,Furang,11
19,Furcep,11
19,Furpol,11
17,C2208,11
18,C3043,11
18,CGA45,11
18,CGA429,11
18,CGA312,11
11,CGA236,11
12,CGA453,11
12,C12265,11
18,C404,11
18,Cl11778,11
14,CGA501,11
17,CGA364,11
18,CGA311,11
18,CGA310,11
11,CGA365,11
12,CGA48,11
10,C3126,11
18,C3121,11
17,C984,11
16,C601,11
18,C3125,11
18,C3118,11
18,Calparcri,11
17,CGA642,11
18,CGA494,11
18,CGA763,11
17,Calboe,11
16,Bratha,11
11,Bramel,11
14,Bratra,11
12,Bradra,11
11,Brapum,11
18,Bradam,11
15,Braset,11
12,Bragut,11
14,Braven,11
17,Chacha,11
14,Chacaly,11
11,Chadil,11
14,Chanam,11
15,Chazey,11
18,Chasen,11
12,Chaafr,11
18,Kinboe,11
12,Kinxen,11
16,Kinfis,11
12,Rhatem,11
17,Rhamar,11
17,Rhaspe,11
12,Tribit,11
11,Trihoe,11
18,Trijoh,11
17,Trimel,11
17,Triqua,11
18,Triwie,11
15,Tricri,11
18,Triowe,11
18,Trijac,11
10,PGA445,12
15,B983,12
18,BGA584,12
16,BGA303,12
12,B11609,12
18,BGAA1,12
17,B11696,12
17,B11604,12
18,BGAB1,12
18,BGA709,12
18,B3088,12
17,BGA309,12
11,FGA379,12
12,FGA99,12
17,FGA15,12
15,F2241,12
18,F1476,12
18,F12278,12
18,FGA513,12
12,F3015,12
14,FGA331,12
14,FGA581,12
14,Furant,12
19,FGA465,12
17,FGA104,12
12,FGA489,12
12,FGA490,12
18,FGA174,12
18,FGA456,12
17,FurbGB,12
12,Furang,12
17,Furcep,12
11,Furpol,12
14,C2208,12
18,C3043,12
11,CGA45,12
18,CGA429,12
14,CGA312,12
10,CGA236,12
12,CGA453,12
18,C12265,12
11,C404,12
16,Cl11778,12
15,CGA501,12
11,CGA364,12
18,CGA311,12
12,CGA310,12
17,CGA365,12
11,CGA48,12
11,C3126,12
18,C3121,12
19,C984,12
17,C601,12
13,C3125,12
18,C3118,12
18,Calparcri,12
12,CGA642,12
18,CGA494,12
17,CGA763,12
18,Calboe,12
12,Bratha,12
17,Bramel,12
18,Bratra,12
18,Bradra,12
14,Brapum,12
18,Bradam,12
18,Braset,12
18,Bragut,12
18,Braven,12
18,Chacha,12
18,Chacaly,12
18,Chadil,12
11,Chanam,12
11,Chazey,12
17,Chasen,12
16,Chaafr,12
18,Kinboe,12
18,Kinxen,12
15,Kinfis,12
12,Rhatem,12
12,Rhamar,12
12,Rhaspe,12
12,Tribit,12
11,Trihoe,12
12,Trijoh,12
18,Trimel,12
17,Triqua,12
12,Triwie,12
12,Tricri,12
17,Triowe,12
18,Trijac,12
18,PGA445,13
17,B983,13
18,BGA584,13
17,BGA303,13
11,B11609,13
18,BGAA1,13
10,B11696,13
12,B11604,13
11,BGAB1,13
11,BGA709,13
15,B3088,13
18,BGA309,13
12,FGA379,13
12,FGA99,13
18,FGA15,13
11,F2241,13
14,F1476,13
18,F12278,13
12,FGA513,13
17,F3015,13
12,FGA331,13
18,FGA581,13
15,Furant,13
12,FGA465,13
18,FGA104,13
18,FGA489,13
17,FGA490,13
18,FGA174,13
14,FGA456,13
12,FurbGB,13
12,Furang,13
18,Furcep,13
10,Furpol,13
18,C2208,13
14,C3043,13
17,CGA45,13
18,CGA429,13
16,CGA312,13
18,CGA236,13
17,CGA453,13
16,C12265,13
17,C404,13
12,Cl11778,13
17,CGA501,13
18,CGA364,13
18,CGA311,13
18,CGA310,13
16,CGA365,13
19,CGA48,13
12,C3126,13
12,C3121,13
12,C984,13
18,C601,13
18,C3125,13
18,C3118,13
17,Calparcri,13
12,CGA642,13
17,CGA494,13
12,CGA763,13
18,Calboe,13
11,Bratha,13
12,Bramel,13
17,Bratra,13
18,Bradra,13
18,Brapum,13
18,Bradam,13
18,Braset,13
18,Bragut,13
11,Braven,13
13,Chacha,13
11,Chacaly,13
12,Chadil,13
11,Chanam,13
18,Chazey,13
15,Chasen,13
18,Chaafr,13
19,Kinboe,13
18,Kinxen,13
17,Kinfis,13
11,Rhatem,13
18,Rhamar,13
18,Rhaspe,13
14,Tribit,13
14,Trihoe,13
17,Trijoh,13
15,Trimel,13
11,Triqua,13
12,Triwie,13
18,Tricri,13
17,Triowe,13
14,Trijac,13
18,PGA445,14
12,B983,14
16,BGA584,14
10,BGA303,14
15,B11609,14
18,BGAA1,14
18,B11696,14
18,B11604,14
11,BGAB1,14
17,BGA709,14
15,B3088,14
14,BGA309,14
19,FGA379,14
11,FGA99,14
18,FGA15,14
12,F2241,14
12,F1476,14
15,F12278,14
12,FGA513,14
18,F3015,14
12,FGA331,14
18,FGA581,14
18,Furant,14
18,FGA465,14
18,FGA104,14
18,FGA489,14
11,FGA490,14
18,FGA174,14
18,FGA456,14
11,FurbGB,14
17,Furang,14
18,Furcep,14
14,Furpol,14
14,C2208,14
16,C3043,14
17,CGA45,14
11,CGA429,14
14,CGA312,14
12,CGA236,14
12,CGA453,14
12,C12265,14
12,C404,14
17,Cl11778,14
12,CGA501,14
11,CGA364,14
18,CGA311,14
11,CGA310,14
18,CGA365,14
12,CGA48,14
18,C3126,14
17,C3121,14
14,C984,14
18,C601,14
12,C3125,14
18,C3118,14
17,Calparcri,14
15,CGA642,14
18,CGA494,14
12,CGA763,14
11,Calboe,14
18,Bratha,14
18,Bramel,14
17,Bratra,14
19,Bradra,14
12,Brapum,14
18,Bradam,14
18,Braset,14
18,Bragut,14
18,Braven,14
17,Chacha,14
18,Chacaly,14
13,Chadil,14
17,Chanam,14
17,Chazey,14
17,Chasen,14
17,Chaafr,14
10,Kinboe,14
11,Kinxen,14
18,Kinfis,14
18,Rhatem,14
17,Rhamar,14
17,Rhaspe,14
12,Tribit,14
11,Trihoe,14
12,Trijoh,14
18,Trimel,14
16,Triqua,14
18,Triwie,14
12,Tricri,14
18,Triowe,14
14,Trijac,14
17,PGA445,15
12,B983,15
19,BGA584,15
18,BGA303,15
17,B11609,15
18,BGAA1,15
12,B11696,15
16,B11604,15
12,BGAB1,15
11,BGA709,15
17,B3088,15
18,BGA309,15
16,FGA379,15
18,FGA99,15
18,FGA15,15
18,F2241,15
17,F1476,15
17,F12278,15
17,FGA513,15
14,F3015,15
15,FGA331,15
11,FGA581,15
18,Furant,15
18,FGA465,15
14,FGA104,15
18,FGA489,15
11,FGA490,15
18,FGA174,15
12,FGA456,15
12,FurbGB,15
12,Furang,15
10,Furcep,15
18,Furpol,15
15,C2208,15
16,C3043,15
12,CGA45,15
19,CGA429,15
17,CGA312,15
11,CGA236,15
12,CGA453,15
18,C12265,15
18,C404,15
17,Cl11778,15
11,CGA501,15
18,CGA364,15
18,CGA311,15
18,CGA310,15
18,CGA365,15
18,CGA48,15
17,C3126,15
18,C3121,15
12,C984,15
12,C601,15
17,C3125,15
14,C3118,15
15,Calparcri,15
12,CGA642,15
18,CGA494,15
12,CGA763,15
18,Calboe,15
17,Bratha,15
12,Bramel,15
18,Bratra,15
11,Bradra,15
15,Brapum,15
12,Bradam,15
14,Braset,15
17,Bragut,15
18,Braven,15
10,Chacha,15
13,Chacaly,15
11,Chadil,15
11,Chanam,15
12,Chazey,15
18,Chasen,15
18,Chaafr,15
11,Kinboe,15
17,Kinxen,15
18,Kinfis,15
18,Rhatem,15
18,Rhamar,15
18,Rhaspe,15
18,Tribit,15
14,Trihoe,15
12,Trijoh,15
11,Trimel,15
18,Triqua,15
14,Triwie,15
12,Tricri,15
18,Triowe,15
17,Trijac,15
13,PGA445,16
18,B983,16
12,BGA584,16
12,BGA303,16
12,B11609,16
18,BGAA1,16
17,B11696,16
18,B11604,16
18,BGAB1,16
17,BGA709,16
11,B3088,16
17,BGA309,16
11,FGA379,16
14,FGA99,16
12,FGA15,16
11,F2241,16
18,F1476,16
18,F12278,16
17,FGA513,16
11,F3015,16
18,FGA331,16
16,FGA581,16
17,Furant,16
18,FGA465,16
17,FGA104,16
18,FGA489,16
11,FGA490,16
18,FGA174,16
14,FGA456,16
12,FurbGB,16
16,Furang,16
18,Furcep,16
18,Furpol,16
15,C2208,16
17,C3043,16
18,CGA45,16
18,CGA429,16
12,CGA312,16
15,CGA236,16
14,CGA453,16
12,C12265,16
14,C404,16
11,Cl11778,16
12,CGA501,16
10,CGA364,16
18,CGA311,16
10,CGA310,16
18,CGA365,16
17,CGA48,16
18,C3126,16
16,C3121,16
12,C984,16
12,C601,16
11,C3125,16
14,C3118,16
17,Calparcri,16
12,CGA642,16
18,CGA494,16
11,CGA763,16
12,Calboe,16
12,Bratha,16
17,Bramel,16
18,Bratra,16
19,Bradra,16
11,Brapum,16
17,Bradam,16
17,Braset,16
18,Bragut,16
18,Braven,16
15,Chacha,16
18,Chacaly,16
18,Chadil,16
15,Chanam,16
18,Chazey,16
12,Chasen,16
11,Chaafr,16
18,Kinboe,16
12,Kinxen,16
18,Kinfis,16
12,Rhatem,16
18,Rhamar,16
18,Rhaspe,16
17,Tribit,16
17,Trihoe,16
18,Trijoh,16
12,Trimel,16
18,Triqua,16
18,Triwie,16
14,Tricri,16
18,Triowe,16
19,Trijac,16
14,PGA445,17
18,B983,17
14,BGA584,17
10,BGA303,17
18,B11609,17
13,BGAA1,17
18,B11696,17
12,B11604,17
17,BGAB1,17
15,BGA709,17
11,B3088,17
11,BGA309,17
17,FGA379,17
18,FGA99,17
12,FGA15,17
12,F2241,17
17,F1476,17
16,F12278,17
12,FGA513,17
18,F3015,17
18,FGA331,17
18,FGA581,17
11,Furant,17
15,FGA465,17
14,FGA104,17
17,FGA489,17
12,FGA490,17
18,FGA174,17
18,FGA456,17
17,FurbGB,17
18,Furang,17
11,Furcep,17
15,Furpol,17
12,C2208,17
12,C3043,17
19,CGA45,17
17,CGA429,17
18,CGA312,17
18,CGA236,17
18,CGA453,17
18,C12265,17
15,C404,17
17,Cl11778,17
11,CGA501,17
18,CGA364,17
14,CGA311,17
17,CGA310,17
18,CGA365,17
14,CGA48,17
12,C3126,17
12,C3121,17
16,C984,17
18,C601,17
11,C3125,17
14,C3118,17
11,Calparcri,17
16,CGA642,17
18,CGA494,17
18,CGA763,17
18,Calboe,17
18,Bratha,17
12,Bramel,17
17,Bratra,17
10,Bradra,17
18,Brapum,17
12,Bradam,17
11,Braset,17
12,Bragut,17
18,Braven,17
18,Chacha,17
18,Chacaly,17
18,Chadil,17
17,Chanam,17
12,Chazey,17
11,Chasen,17
12,Chaafr,17
12,Kinboe,17
11,Kinxen,17
18,Kinfis,17
17,Rhatem,17
17,Rhamar,17
18,Rhaspe,17
12,Tribit,17
18,Trihoe,17
17,Trijoh,17
19,Trimel,17
18,Triqua,17
17,Triwie,17
12,Tricri,17
18,Triowe,17
18,Trijac,17
14,PGA445,18
11,B983,18
15,BGA584,18
12,BGA303,18
18,B11609,18
17,BGAA1,18
12,B11696,18
12,B11604,18
15,BGAB1,18
18,BGA709,18
16,B3088,18
18,BGA309,18
10,FGA379,18
18,FGA99,18
18,FGA15,18
18,F2241,18
14,F1476,18
13,F12278,18
12,FGA513,18
18,F3015,18
11,FGA331,18
12,FGA581,18
18,Furant,18
18,FGA465,18
11,FGA104,18
17,FGA489,18
12,FGA490,18
