sim_haploidn,tips,sim
18,C11776,3
11,CGA364,3
18,CGA368,3
18,CGA557,3
15,CGA311,3
18,CGA310,3
18,CGA314,3
10,CGA365,3
19,CGA382,3
14,CGA48,3
18,CGA594,3
11,C3126,3
17,C3134,3
18,C3121,3
18,C3123,3
18,C984,3
12,C985,3
14,C601,3
12,C602,3
18,C3125,3
18,C3118,3
18,Calparcri,3
14,CGA642,3
15,CGA494,3
18,CGA495,3
18,CGA763,3
18,CGA764,3
18,Calboe,3
17,Bratha,3
18,Bramel,3
12,Bratra,3
18,Bradra,3
14,Brapum,3
17,Bradam,3
12,Braset,3
18,Bragut,3
17,Braven,3
11,Chacha,3
17,Chacaly,3
18,Chadil,3
14,Chanam,3
12,Chazey,3
17,Chasen,3
12,Chaafr,3
15,Kinboe,3
11,Kinxen,3
17,Kinfis,3
15,Rhatem,3
18,Rhamar,3
14,Rhaspe,3
18,Tribit,3
15,Trihoe,3
11,Trijoh,3
12,Trimel,3
19,Triqua,3
18,Triwie,3
14,Tricri,3
18,Triowe,3
14,Trijac,3
11,PGA445,4
17,PGA363,4
18,B983,4
16,B985,4
14,BGA584,4
18,BGA706,4
18,BGA303,4
18,BGA304,4
11,B11609,4
11,BGA392,4
18,BGAA1,4
12,BGAA2,4
11,BGA89,4
17,BGA40,4
18,B11696,4
14,B11697,4
18,B11604,4
12,BGA583,4
18,BGAB1,4
16,BGA7,4
18,BGA709,4
16,BGA710,4
17,B3088,4
15,B199,4
18,BGAA3,4
10,BGA309,4
17,FGA379,4
18,F647,4
18,FGA99,4
12,F12269,4
18,FGA15,4
17,FGA440,4
12,F2241,4
12,F12266,4
11,F1476,4
18,FGA81,4
17,F12278,4
10,F12279,4
18,FGA513,4
19,FGA516,4
18,F3015,4
12,F3016,4
17,FGA331,4
18,FGA332,4
18,FGA581,4
12,FGA582,4
12,Furant,4
18,FGA465,4
11,FGA104,4
14,FGA105,4
15,FGA489,4
12,FGA490,4
11,FGA174,4
14,FGA175,4
18,FGA456,4
12,FurbGB,4
11,Furang,4
11,Furcep,4
14,Furpol,4
17,C2208,4
18,C3043,4
17,CGA87,4
18,CGA45,4
12,CGA46,4
17,CGA429,4
18,CGA430,4
19,CGA312,4
14,CGA963,4
12,CGA236,4
11,CGA453,4
14,CGA383,4
17,C12265,4
11,C404,4
17,Cl11778,4
17,Cl11779,4
18,CGA501,4
18,C11776,4
18,CGA364,4
18,CGA368,4
18,CGA557,4
15,CGA311,4
14,CGA310,4
17,CGA314,4
18,CGA365,4
13,CGA382,4
18,CGA48,4
17,CGA594,4
15,C3126,4
18,C3134,4
18,C3121,4
18,C3123,4
18,C984,4
18,C985,4
12,C601,4
12,C602,4
18,C3125,4
12,C3118,4
18,Calparcri,4
11,CGA642,4
18,CGA494,4
17,CGA495,4
18,CGA763,4
18,CGA764,4
18,Calboe,4
12,Bratha,4
15,Bramel,4
12,Bratra,4
17,Bradra,4
15,Brapum,4
12,Bradam,4
16,Braset,4
18,Bragut,4
12,Braven,4
12,Chacha,4
18,Chacaly,4
19,Chadil,4
18,Chanam,4
16,Chazey,4
11,Chasen,4
18,Chaafr,4
18,Kinboe,4
18,Kinxen,4
18,Kinfis,4
18,Rhatem,4
14,Rhamar,4
11,Rhaspe,4
15,Tribit,4
13,Trihoe,4
18,Trijoh,4
11,Trimel,4
18,Triqua,4
14,Triwie,4
18,Tricri,4
18,Triowe,4
16,Trijac,4
10,PGA445,5
18,PGA363,5
17,B983,5
12,B985,5
18,BGA584,5
12,BGA706,5
18,BGA303,5
12,BGA304,5
14,B11609,5
17,BGA392,5
16,BGAA1,5
15,BGAA2,5
15,BGA89,5
16,BGA40,5
12,B11696,5
18,B11697,5
17,B11604,5
11,BGA583,5
12,BGAB1,5
18,BGA7,5
18,BGA709,5
11,BGA710,5
18,B3088,5
10,B199,5
11,BGAA3,5
18,BGA309,5
18,FGA379,5
12,F647,5
13,FGA99,5
18,F12269,5
17,FGA15,5
15,FGA440,5
18,F2241,5
18,F12266,5
18,F1476,5
11,FGA81,5
18,F12278,5
18,F12279,5
14,FGA513,5
18,FGA516,5
18,F3015,5
16,F3016,5
14,FGA331,5
15,FGA332,5
12,FGA581,5
18,FGA582,5
18,Furant,5
12,FGA465,5
18,FGA104,5
11,FGA105,5
16,FGA489,5
18,FGA490,5
18,FGA174,5
11,FGA175,5
18,FGA456,5
14,FurbGB,5
18,Furang,5
18,Furcep,5
14,Furpol,5
19,C2208,5
17,C3043,5
18,CGA87,5
15,CGA45,5
12,CGA46,5
11,CGA429,5
12,CGA430,5
18,CGA312,5
18,CGA963,5
11,CGA236,5
13,CGA453,5
18,CGA383,5
16,C12265,5
18,C404,5
17,Cl11778,5
18,Cl11779,5
11,CGA501,5
12,C11776,5
17,CGA364,5
14,CGA368,5
12,CGA557,5
18,CGA311,5
16,CGA310,5
17,CGA314,5
11,CGA365,5
12,CGA382,5
18,CGA48,5
17,CGA594,5
15,C3126,5
18,C3134,5
11,C3121,5
14,C3123,5
18,C984,5
17,C985,5
18,C601,5
15,C602,5
19,C3125,5
17,C3118,5
18,Calparcri,5
12,CGA642,5
11,CGA494,5
18,CGA495,5
17,CGA763,5
12,CGA764,5
12,Calboe,5
18,Bratha,5
18,Bramel,5
18,Bratra,5
18,Bradra,5
18,Brapum,5
18,Bradam,5
17,Braset,5
18,Bragut,5
18,Braven,5
17,Chacha,5
18,Chacaly,5
12,Chadil,5
18,Chanam,5
18,Chazey,5
18,Chasen,5
14,Chaafr,5
11,Kinboe,5
14,Kinxen,5
17,Kinfis,5
11,Rhatem,5
19,Rhamar,5
18,Rhaspe,5
18,Tribit,5
11,Trihoe,5
14,Trijoh,5
18,Trimel,5
12,Triqua,5
17,Triwie,5
12,Tricri,5
17,Triowe,5
12,Trijac,5
11,PGA445,6
18,PGA363,6
18,B983,6
18,B985,6
12,BGA584,6
12,BGA706,6
10,BGA303,6
18,BGA304,6
11,B11609,6
13,BGA392,6
17,BGAA1,6
12,BGAA2,6
12,BGA89,6
18,BGA40,6
12,B11696,6
18,B11697,6
11,B11604,6
16,BGA583,6
18,BGAB1,6
12,BGA7,6
14,BGA709,6
14,BGA710,6
18,B3088,6
14,B199,6
14,BGAA3,6
18,BGA309,6
18,FGA379,6
12,F647,6
12,FGA99,6
18,F12269,6
17,FGA15,6
18,FGA440,6
17,F2241,6
18,F12266,6
18,F1476,6
12,FGA81,6
18,F12278,6
12,F12279,6
11,FGA513,6
18,FGA516,6
11,F3015,6
11,F3016,6
11,FGA331,6
14,FGA332,6
18,FGA581,6
18,FGA582,6
17,Furant,6
18,FGA465,6
17,FGA104,6
18,FGA105,6
12,FGA489,6
10,FGA490,6
15,FGA174,6
18,FGA175,6
15,FGA456,6
18,FurbGB,6
18,Furang,6
17,Furcep,6
17,Furpol,6
15,C2208,6
19,C3043,6
15,CGA87,6
18,CGA45,6
11,CGA46,6
12,CGA429,6
12,CGA430,6
16,CGA312,6
18,CGA963,6
19,CGA236,6
18,CGA453,6
17,CGA383,6
16,C12265,6
18,C404,6
18,Cl11778,6
15,Cl11779,6
12,CGA501,6
11,C11776,6
18,CGA364,6
11,CGA368,6
12,CGA557,6
18,CGA311,6
18,CGA310,6
19,CGA314,6
15,CGA365,6
18,CGA382,6
17,CGA48,6
12,CGA594,6
14,C3126,6
18,C3134,6
16,C3121,6
18,C3123,6
11,C984,6
18,C985,6
18,C601,6
12,C602,6
13,C3125,6
11,C3118,6
14,Calparcri,6
18,CGA642,6
16,CGA494,6
18,CGA495,6
18,CGA763,6
18,CGA764,6
18,Calboe,6
15,Bratha,6
17,Bramel,6
17,Bratra,6
17,Bradra,6
14,Brapum,6
18,Bradam,6
17,Braset,6
17,Bragut,6
12,Braven,6
17,Chacha,6
12,Chacaly,6
16,Chadil,6
14,Chanam,6
11,Chazey,6
18,Chasen,6
18,Chaafr,6
18,Kinboe,6
18,Kinxen,6
18,Kinfis,6
17,Rhatem,6
18,Rhamar,6
11,Rhaspe,6
17,Tribit,6
11,Trihoe,6
18,Trijoh,6
18,Trimel,6
18,Triqua,6
12,Triwie,6
18,Tricri,6
14,Triowe,6
18,Trijac,6
18,PGA445,7
17,PGA363,7
12,B983,7
18,B985,7
11,BGA584,7
18,BGA706,7
18,BGA303,7
11,BGA304,7
11,B11609,7
12,BGA392,7
12,BGAA1,7
14,BGAA2,7
18,BGA89,7
16,BGA40,7
18,B11696,7
14,B11697,7
14,B11604,7
18,BGA583,7
18,BGAB1,7
18,BGA7,7
15,BGA709,7
17,BGA710,7
18,B3088,7
11,B199,7
18,BGAA3,7
15,BGA309,7
13,FGA379,7
18,F647,7
15,FGA99,7
18,F12269,7
17,FGA15,7
14,FGA440,7
17,F2241,7
18,F12266,7
15,F1476,7
12,FGA81,7
18,F12278,7
12,F12279,7
18,FGA513,7
12,FGA516,7
18,F3015,7
12,F3016,7
18,FGA331,7
11,FGA332,7
14,FGA581,7
14,FGA582,7
19,Furant,7
11,FGA465,7
12,FGA104,7
11,FGA105,7
19,FGA489,7
18,FGA490,7
12,FGA174,7
17,FGA175,7
12,FGA456,7
11,FurbGB,7
18,Furang,7
18,Furcep,7
17,Furpol,7
12,C2208,7
18,C3043,7
12,CGA87,7
18,CGA45,7
17,CGA46,7
17,CGA429,7
12,CGA430,7
18,CGA312,7
11,CGA963,7
18,CGA236,7
11,CGA453,7
12,CGA383,7
16,C12265,7
18,C404,7
18,Cl11778,7
18,Cl11779,7
18,CGA501,7
18,C11776,7
12,CGA364,7
19,CGA368,7
14,CGA557,7
15,CGA311,7
10,CGA310,7
12,CGA314,7
17,CGA365,7
18,CGA382,7
18,CGA48,7
11,CGA594,7
18,C3126,7
17,C3134,7
11,C3121,7
18,C3123,7
16,C984,7
17,C985,7
18,C601,7
17,C602,7
17,C3125,7
14,C3118,7
14,Calparcri,7
18,CGA642,7
18,CGA494,7
18,CGA495,7
17,CGA763,7
16,CGA764,7
14,Calboe,7
18,Bratha,7
12,Bramel,7
17,Bratra,7
15,Bradra,7
18,Brapum,7
18,Bradam,7
11,Braset,7
11,Bragut,7
17,Braven,7
15,Chacha,7
16,Chacaly,7
18,Chadil,7
12,Chanam,7
12,Chazey,7
16,Chasen,7
11,Chaafr,7
18,Kinboe,7
18,Kinxen,7
17,Kinfis,7
18,Rhatem,7
18,Rhamar,7
12,Rhaspe,7
18,Tribit,7
18,Trihoe,7
10,Trijoh,7
18,Trimel,7
18,Triqua,7
18,Triwie,7
13,Tricri,7
18,Triowe,7
18,Trijac,7
12,PGA445,8
12,PGA363,8
18,B983,8
14,B985,8
17,BGA584,8
12,BGA706,8
16,BGA303,8
18,BGA304,8
18,B11609,8
15,BGA392,8
11,BGAA1,8
19,BGAA2,8
12,BGA89,8
12,BGA40,8
11,B11696,8
18,B11697,8
14,B11604,8
18,BGA583,8
12,BGAB1,8
12,BGA7,8
14,BGA709,8
18,BGA710,8
13,B3088,8
18,B199,8
11,BGAA3,8
12,BGA309,8
14,FGA379,8
18,F647,8
18,FGA99,8
18,F12269,8
10,FGA15,8
16,FGA440,8
18,F2241,8
18,F12266,8
18,F1476,8
17,FGA81,8
14,F12278,8
18,F12279,8
12,FGA513,8
11,FGA516,8
17,F3015,8
11,F3016,8
12,FGA331,8
13,FGA332,8
18,FGA581,8
18,FGA582,8
16,Furant,8
18,FGA465,8
14,FGA104,8
17,FGA105,8
11,FGA489,8
17,FGA490,8
18,FGA174,8
18,FGA175,8
19,FGA456,8
18,FurbGB,8
14,Furang,8
18,Furcep,8
19,Furpol,8
18,C2208,8
18,C3043,8
17,CGA87,8
18,CGA45,8
18,CGA46,8
18,CGA429,8
18,CGA430,8
14,CGA312,8
18,CGA963,8
16,CGA236,8
16,CGA453,8
18,CGA383,8
15,C12265,8
16,C404,8
11,Cl11778,8
14,Cl11779,8
11,CGA501,8
12,C11776,8
17,CGA364,8
12,CGA368,8
10,CGA557,8
12,CGA311,8
18,CGA310,8
18,CGA314,8
18,CGA365,8
18,CGA382,8
12,CGA48,8
15,CGA594,8
18,C3126,8
17,C3134,8
18,C3121,8
17,C3123,8
15,C984,8
14,C985,8
17,C601,8
18,C602,8
11,C3125,8
18,C3118,8
11,Calparcri,8
12,CGA642,8
18,CGA494,8
18,CGA495,8
17,CGA763,8
12,CGA764,8
18,Calboe,8
18,Bratha,8
17,Bramel,8
18,Bratra,8
15,Bradra,8
17,Brapum,8
18,Bradam,8
12,Braset,8
17,Bragut,8
15,Braven,8
12,Chacha,8
18,Chacaly,8
18,Chadil,8
11,Chanam,8
15,Chazey,8
18,Chasen,8
11,Chaafr,8
18,Kinboe,8
17,Kinxen,8
18,Kinfis,8
18,Rhatem,8
11,Rhamar,8
17,Rhaspe,8
12,Tribit,8
11,Trihoe,8
18,Trijoh,8
17,Trimel,8
11,Triqua,8
18,Triwie,8
12,Tricri,8
18,Triowe,8
18,Trijac,8
12,PGA445,9
11,PGA363,9
18,B983,9
12,B985,9
18,BGA584,9
19,BGA706,9
15,BGA303,9
11,BGA304,9
18,B11609,9
17,BGA392,9
11,BGAA1,9
11,BGAA2,9
18,BGA89,9
11,BGA40,9
17,B11696,9
12,B11697,9
18,B11604,9
12,BGA583,9
14,BGAB1,9
19,BGA7,9
18,BGA709,9
12,BGA710,9
12,B3088,9
14,B199,9
17,BGAA3,9
18,BGA309,9
18,FGA379,9
18,F647,9
11,FGA99,9
16,F12269,9
12,FGA15,9
12,FGA440,9
18,F2241,9
18,F12266,9
16,F1476,9
17,FGA81,9
15,F12278,9
17,F12279,9
17,FGA513,9
18,FGA516,9
18,F3015,9
12,F3016,9
14,FGA331,9
11,FGA332,9
17,FGA581,9
18,FGA582,9
14,Furant,9
18,FGA465,9
10,FGA104,9
18,FGA105,9
18,FGA489,9
18,FGA490,9
18,FGA174,9
18,FGA175,9
18,FGA456,9
12,FurbGB,9
15,Furang,9
18,Furcep,9
18,Furpol,9
12,C2208,9
12,C3043,9
15,CGA87,9
12,CGA45,9
18,CGA46,9
11,CGA429,9
18,CGA430,9
17,CGA312,9
18,CGA963,9
16,CGA236,9
18,CGA453,9
18,CGA383,9
11,C12265,9
18,C404,9
11,Cl11778,9
17,Cl11779,9
14,CGA501,9
18,C11776,9
18,CGA364,9
12,CGA368,9
19,CGA557,9
12,CGA311,9
12,CGA310,9
16,CGA314,9
13,CGA365,9
18,CGA382,9
10,CGA48,9
18,CGA594,9
18,C3126,9
18,C3134,9
18,C3121,9
18,C3123,9
18,C984,9
18,C985,9
17,C601,9
14,C602,9
18,C3125,9
17,C3118,9
18,Calparcri,9
12,CGA642,9
18,CGA494,9
18,CGA495,9
11,CGA763,9
14,CGA764,9
17,Calboe,9
16,Bratha,9
18,Bramel,9
15,Bratra,9
12,Bradra,9
13,Brapum,9
18,Bradam,9
18,Braset,9
16,Bragut,9
18,Braven,9
18,Chacha,9
14,Chacaly,9
11,Chadil,9
18,Chanam,9
12,Chazey,9
18,Chasen,9
11,Chaafr,9
17,Kinboe,9
17,Kinxen,9
17,Kinfis,9
17,Rhatem,9
18,Rhamar,9
12,Rhaspe,9
17,Tribit,9
11,Trihoe,9
14,Trijoh,9
14,Trimel,9
11,Triqua,9
18,Triwie,9
15,Tricri,9
18,Triowe,9
15,Trijac,9
11,PGA445,10
18,PGA363,10
18,B983,10
12,B985,10
16,BGA584,10
12,BGA706,10
12,BGA303,10
12,BGA304,10
14,B11609,10
14,BGA392,10
18,BGAA1,10
18,BGAA2,10
12,BGA89,10
11,BGA40,10
12,B11696,10
18,B11697,10
19,B11604,10
18,BGA583,10
18,BGAB1,10
18,BGA7,10
14,BGA709,10
10,BGA710,10
11,B3088,10
17,B199,10
12,BGAA3,10
17,BGA309,10
17,FGA379,10
18,F647,10
11,FGA99,10
16,F12269,10
14,FGA15,10
15,FGA440,10
18,F2241,10
18,F12266,10
18,F1476,10
11,FGA81,10
10,F12278,10
18,F12279,10
16,FGA513,10
18,FGA516,10
14,F3015,10
18,F3016,10
17,FGA331,10
11,FGA332,10
11,FGA581,10
18,FGA582,10
17,Furant,10
17,FGA465,10
18,FGA104,10
17,FGA105,10
18,FGA489,10
11,FGA490,10
11,FGA174,10
11,FGA175,10
12,FGA456,10
12,FurbGB,10
17,Furang,10
18,Furcep,10
18,Furpol,10
13,C2208,10
12,C3043,10
18,CGA87,10
18,CGA45,10
14,CGA46,10
17,CGA429,10
12,CGA430,10
18,CGA312,10
18,CGA963,10
18,CGA236,10
17,CGA453,10
18,CGA383,10
16,C12265,10
18,C404,10
18,Cl11778,10
11,Cl11779,10
11,CGA501,10
18,C11776,10
17,CGA364,10
18,CGA368,10
12,CGA557,10
18,CGA311,10
18,CGA310,10
18,CGA314,10
18,CGA365,10
12,CGA382,10
14,CGA48,10
18,CGA594,10
18,C3126,10
18,C3134,10
14,C3121,10
19,C3123,10
14,C984,10
12,C985,10
18,C601,10
18,C602,10
11,C3125,10
17,C3118,10
18,Calparcri,10
18,CGA642,10
18,CGA494,10
18,CGA495,10
19,CGA763,10
11,CGA764,10
15,Calboe,10
18,Bratha,10
18,Bramel,10
17,Bratra,10
12,Bradra,10
11,Brapum,10
18,Bradam,10
12,Braset,10
18,Bragut,10
15,Braven,10
13,Chacha,10
15,Chacaly,10
15,Chadil,10
18,Chanam,10
18,Chazey,10
14,Chasen,10
17,Chaafr,10
17,Kinboe,10
15,Kinxen,10
16,Kinfis,10
16,Rhatem,10
15,Rhamar,10
12,Rhaspe,10
17,Tribit,10
18,Trihoe,10
18,Trijoh,10
18,Trimel,10
17,Triqua,10
18,Triwie,10
12,Tricri,10
12,Triowe,10
12,Trijac,10
18,PGA445,11
19,PGA363,11
12,B983,11
11,B985,11
14,BGA584,11
18,BGA706,11
11,BGA303,11
18,BGA304,11
18,B11609,11
14,BGA392,11
18,BGAA1,11
18,BGAA2,11
11,BGA89,11
17,BGA40,11
18,B11696,11
12,B11697,11
18,B11604,11
12,BGA583,11
14,BGAB1,11
17,BGA7,11
15,BGA709,11
18,BGA710,11
14,B3088,11
18,B199,11
18,BGAA3,11
18,BGA309,11
15,FGA379,11
17,F647,11
11,FGA99,11
11,F12269,11
16,FGA15,11
18,FGA440,11
18,F2241,11
18,F12266,11
17,F1476,11
18,FGA81,11
18,F12278,11
12,F12279,11
12,FGA513,11
11,FGA516,11
18,F3015,11
11,F3016,11
18,FGA331,11
14,FGA332,11
19,FGA581,11
14,FGA582,11
11,Furant,11
16,FGA465,11
14,FGA104,11
17,FGA105,11
18,FGA489,11
12,FGA490,11
18,FGA174,11
14,FGA175,11
15,FGA456,11
17,FurbGB,11
18,Furang,11
12,Furcep,11
14,Furpol,11
18,C2208,11
18,C3043,11
18,CGA87,11
12,CGA45,11
18,CGA46,11
18,CGA429,11
18,CGA430,11
17,CGA312,11
18,CGA963,11
16,CGA236,11
17,CGA453,11
18,CGA383,11
18,C12265,11
15,C404,11
18,Cl11778,11
18,Cl11779,11
15,CGA501,11
10,C11776,11
18,CGA364,11
11,CGA368,11
11,CGA557,11
18,CGA311,11
16,CGA310,11
12,CGA314,11
17,CGA365,11
16,CGA382,11
19,CGA48,11
18,CGA594,11
18,C3126,11
16,C3134,11
11,C3121,11
12,C3123,11
10,C984,11
12,C985,11
12,C601,11
13,C602,11
18,C3125,11
12,C3118,11
17,Calparcri,11
18,CGA642,11
18,CGA494,11
18,CGA495,11
18,CGA763,11
17,CGA764,11
11,Calboe,11
18,Bratha,11
17,Bramel,11
17,Bratra,11
18,Bradra,11
17,Brapum,11
17,Bradam,11
18,Braset,11
17,Bragut,11
15,Braven,11
11,Chacha,11
12,Chacaly,11
14,Chadil,11
18,Chanam,11
18,Chazey,11
18,Chasen,11
12,Chaafr,11
12,Kinboe,11
18,Kinxen,11
18,Kinfis,11
17,Rhatem,11
18,Rhamar,11
18,Rhaspe,11
18,Tribit,11
12,Trihoe,11
12,Trijoh,11
15,Trimel,11
11,Triqua,11
11,Triwie,11
12,Tricri,11
13,Triowe,11
12,Trijac,11
18,PGA445,12
12,PGA363,12
12,B983,12
18,B985,12
17,BGA584,12
11,BGA706,12
17,BGA303,12
17,BGA304,12
18,B11609,12
12,BGA392,12
12,BGAA1,12
18,BGAA2,12
19,BGA89,12
11,BGA40,12
18,B11696,12
18,B11697,12
18,B11604,12
12,BGA583,12
18,BGAB1,12
17,BGA7,12
11,BGA709,12
14,BGA710,12
12,B3088,12
16,B199,12
15,BGAA3,12
10,BGA309,12
17,FGA379,12
13,F647,12
15,FGA99,12
17,F12269,12
14,FGA15,12
17,FGA440,12
18,F2241,12
19,F12266,12
11,F1476,12
17,FGA81,12
18,F12278,12
18,F12279,12
16,FGA513,12
18,FGA516,12
11,F3015,12
18,F3016,12
17,FGA331,12
11,FGA332,12
18,FGA581,12
11,FGA582,12
18,Furant,12
15,FGA465,12
18,FGA104,12
18,FGA105,12
15,FGA489,12
18,FGA490,12
17,FGA174,12
18,FGA175,12
18,FGA456,12
18,FurbGB,12
18,Furang,12
14,Furcep,12
12,Furpol,12
18,C2208,12
18,C3043,12
18,CGA87,12
12,CGA45,12
16,CGA46,12
17,CGA429,12
12,CGA430,12
14,CGA312,12
11,CGA963,12
18,CGA236,12
16,CGA453,12
12,CGA383,12
18,C12265,12
15,C404,12
11,Cl11778,12
18,Cl11779,12
15,CGA501,12
18,C11776,12
18,CGA364,12
18,CGA368,12
18,CGA557,12
14,CGA311,12
11,CGA310,12
12,CGA314,12
18,CGA365,12
18,CGA382,12
11,CGA48,12
18,CGA594,12
18,C3126,12
18,C3134,12
10,C3121,12
18,C3123,12
18,C984,12
17,C985,12
18,C601,12
12,C602,12
11,C3125,12
14,C3118,12
12,Calparcri,12
11,CGA642,12
18,CGA494,12
14,CGA495,12
18,CGA763,12
18,CGA764,12
